"2","8","27","Underhill Road","","","Allerslie, Underhill Road","RG 12/472","20
"
"2","8","28","Underhill Road","","","Arlington, Underhill Road","RG 12/472","22
"
"2","8","29","Underhill Road","","","Aroca, Underhill Road","RG 12/472","7
"
"2","8","30","Underhill Road","","","Ashfield, Underhill Road","RG 12/472","5
"
"2","8","31","Underhill Road","","","Beaconsfield, Underhill Road","RG 12/472","20
"
"2","8","32","Underhill Road","","","Belford House, Underhill Road","RG 12/472","24
"
"2","8","33","Underhill Road","","","Blair Atholl","RG 12/472","20
"
"2","8","34","Underhill Road","","","Brooklyn, Underhill Road","RG 12/472","23
"
"2","8","35","Underhill Road","","","Camden, Underhill Road","RG 12/472","22
"
"2","8","36","Underhill Road","","","Carlisle Villa, Underhill Road","RG 12/472","6
"
"2","8","37","Underhill Road","","","Carranton House, Underhill Road","RG 12/472","23
"
"2","8","38","Underhill Road","","","Cedar Villa, Underhill Road","RG 12/472","21
"
"2","8","39","Underhill Road","","","Clevedon, Underhill Road","RG 12/472","20
"
"2","8","40","Underhill Road","","","Clovelly, Underhill Road","RG 12/472","21
"
"2","8","41","Underhill Road","","","Durham Lodge, Underhill Road","RG 12/472","23
"
"2","8","42","Underhill Road","","","Eblana, Underhill Road","RG 12/472","4
"
"2","8","43","Underhill Road","","","Elmwood, Underhill Road","RG 12/472","21
"
"2","8","44","Underhill Road","","","Eversley, Underhill Road","RG 12/472","22
"
"2","8","45","Underhill Road","","","Fairfield, Underhill Road","RG 12/472","20
"
"2","8","46","Underhill Road","","","Fairholm, Underhill Road","RG 12/472","23
"
"2","8","47","Underhill Road","","","Fernside, Underhill Road","RG 12/472","20
"
"2","8","48","Underhill Road","","","Glenhaven, Underhill Road","RG 12/472","21
"
"2","8","49","Underhill Road","","","Glenlyn, Underhill Road","RG 12/472","20
"
"2","8","50","Underhill Road","","","Glenmore House, Underhill Road","RG 12/472","24
"
"2","8","51","Underhill Road","","","Grasmere, Underhill Road","RG 12/472","20
"
"2","8","52","Underhill Road","","","Hanover Lodge, Underhill Road","RG 12/472","20
"
"2","8","53","Underhill Road","","","Harden, Underhill Road","RG 12/472","22-23
"
"2","8","54","Underhill Road","","","Heath View, Underhill Road","RG 12/472","4
"
"2","8","55","Underhill Road","","","Hedenic Villa, Underhill Road","RG 12/472","20
"
"2","8","56","Underhill Road","","","Highfield, Underhill Road","RG 12/471","153
"
"2","8","57","Underhill Road","","","Holmwood, Underhill Road","RG 12/472","6
"
"2","8","58","Underhill Road","","","Ingelside, Underhill Road","RG 12/472","5
"
"2","8","59","Underhill Road","","","Ingleneuk, Underhill Road","RG 12/472","20
"
"2","8","60","Underhill Road","","","Ingoldsthorpe, Underhill Road","RG 12/472","21-22
"
"2","8","61","Underhill Road","","","Invernaid, Underhill Road","RG 12/472","7
"
"2","8","62","Underhill Road","","","Ivy Bank","RG 12/472","23
"
"2","8","63","Underhill Road","","","Kenton House, Underhill Road","RG 12/472","7
"
"2","8","64","Underhill Road","","","Leucalu Villa, Underhill Road","RG 12/472","20
"
"2","8","65","Underhill Road","","","Lime Villa, Underhill Road","RG 12/472","23
"
"2","8","66","Underhill Road","","","Maye Villa, Underhill Road","RG 12/472","21
"
"2","8","67","Underhill Road","","","Mayfield, Underhill Road","RG 12/472","5
"
"2","8","68","Underhill Road","","","Melford Lodge, Underhill Road","RG 12/472","23
"
"2","8","69","Underhill Road","","","Mount: Nessing","RG 12/472","4
"
"2","8","70","Underhill Road","","","Mountfield, Underhill Road","RG 12/472","4-5
"
"2","8","71","Underhill Road","","","Norfolk, Underhill Road","RG 12/472","20
"
"2","8","72","Underhill Road","","","Orchid Villa, Underhill Road","RG 12/472","6
"
"2","8","73","Underhill Road","","","Plymton, Underhill Road","RG 12/472","5
"
"2","8","74","Underhill Road","","","Relston, Underhill Road","RG 12/472","7-8
"
"2","8","75","Underhill Road","","","Rheims, Underhill Road","RG 12/472","21
"
"2","8","76","Underhill Road","","","Rosedale, Underhill Road","RG 12/472","6
"
"2","8","77","Underhill Road","","","St Aubins, Underhill Road","RG 12/472","4
"
"2","8","78","Underhill Road","","","St Elms, Underhill Road","RG 12/472","23
"
"2","8","79","Underhill Road","","","St Heliers, Underhill Road","RG 12/472","4
"
"2","8","80","Underhill Road","","","St Margarets, Underhill Road","RG 12/472","4
"
"2","8","81","Underhill Road","","","St Winifred, Underhill Road","RG 12/472","21
"
"2","8","82","Underhill Road","","","Sandringham, Underhill Road","RG 12/472","22
"
"2","8","83","Underhill Road","","","Savoy Lodge, Underhill Road","RG 12/472","21
"
"2","8","84","Underhill Road","","","School, Underhill Road","RG 12/472","36
"
"2","8","85","Underhill Road","","","Shaftsbury, Underhill Road","RG 12/472","22
"
"2","8","86","Underhill Road","","","Stanboro Villa, Underhill Road","RG 12/472","6
"
"2","8","87","Underhill Road","","","Sunnybank, Underhill Road","RG 12/472","22
"
"2","8","88","Underhill Road","","","Surrey House, Underhill Road","RG 12/471","127-128
"
"2","8","89","Underhill Road","","","Sussex House, Underhill Road","RG 12/471","127
"
"2","8","90","Underhill Road","","","The Avenue, Underhill Road","RG 12/472","7
"
"2","8","91","Underhill Road","","","The Haven, Underhill Road","RG 12/472","4
"
"2","8","92","Underhill Road","","","Thringston, Underhill Road","RG 12/472","20
"
"2","8","93","Underhill Road","","","Tower House, Underhill Road","RG 12/472","7
"
"2","8","94","Underhill Road","","","Tring Lodge, Underhill Road","RG 12/472","22
"
"2","8","95","Underhill Road","","","Underhill Lodge, Underhill Road","RG 12/472","6
"
"2","8","96","Underhill Road","","","Wellington House, Underhill Road","RG 12/471","127
"
"2","8","97","Underhill Road","","","Westwood, Underhill Road","RG 12/472","22
"
"2","8","98","Underhill Road","","","Wrafton, Underhill Road","RG 12/472","7
"
"2","8","99","Underhill Road","","","Zante, Underhill Road","RG 12/472","22
"
"2","8","100","Underhill Road","East Dulwich","","1-9","RG 12/470","56
"
"2","8","101","Unwin Road","","","2-38 even","RG 12/480","145-148
"
"2","8","102","Unwin Road","Peckham","","1-13 odd","RG 12/480","144-145
"
"2","8","103","Upland Road","","","136-152, 180-188 even","RG 12/471","155-157
"
"2","8","104","Upland Road","","","137-167 odd","RG 12/472","46-48
"
"2","8","105","Upland Road","","","169-239, 279-295 odd","RG 12/471","120-123
"
"2","8","106","Upland Road","","","200-226 even","RG 12/471","155-157
"
"2","8","107","Upland Road","","","236-246, 260-334 even","RG 12/471","117-120
"
"2","8","108","Upland Road","","","313-315, 337-359 odd","RG 12/471","120-123
"
"2","8","109","Upland Road","","","5, 9-53 odd","RG 12/469","101-103
"
"2","8","110","Upland Road","","","50-58 even","RG 12/472","40
"
"2","8","111","Upland Road","","","59-136","RG 12/472","41-46
"
"2","8","112","Upland Road","East Dulwich","","2-42 even","RG 12/470","51-52
"
"2","8","113","Upper Grange Street","Bermondsey","","129-139 odd","RG 12/493","107-108
"
"2","8","114","Upper Hall Street","Peckham","","1-20","RG 12/484","79-82
"
"2","8","115","Upstall Street","","","1-13","RG 12/462","146-147
"
"2","8","116","Varcoe Road","","","2-92 even","RG 12/492","71-77
"
"2","8","117","Varcoe Road","","","25-55 odd","RG 12/492","69-71
"
"2","8","118","Varcoe Road","Bermondsey","","1-15 odd","RG 12/492","68-69
"
"2","8","119","Vaughan Place","Peckham","","1-8","RG 12/483","30-31
"
"2","8","120","Vaughan Place","Peckham","","9-15","RG 12/483","12-13
"
"2","8","121","Verney Road","","","1-4 Imperial Buildings, Verney Road","RG 12/492","17-19
"
"2","8","122","Verney Road","","","1-8","","
"
"2","8","123","Verney Road","","","119-173 odd","RG 12/492","98-102
"
"2","8","124","Verney Road","","","16A, 1-115 odd","RG 12/492","4-14
"
"2","8","125","Verney Road","","","42-72 even","RG 12/492","14-16
"
"2","8","126","Verney Road","","","67","RG 12/492","15
"
"2","8","127","Verney Road","","","74-138 even","RG 12/492","116-121
"
"2","8","128","Verney Road","","","Potteries, Verney Road","RG 12/492","4
"
"2","8","129","Verney Road","","","Verney House, Flats and Cottage, Verney Road","RG 12/492","16-17
"
"2","8","130","Verney Road","","","Walkden Cottage, Verney Road","RG 12/492","17
"
"2","8","131","Verney Road","Bermondsey","","2-14 even","RG 12/492","19-20
"
"2","8","132","Vestry Hall","Peckham Road","","","RG 12/465","4
"
"2","8","133","Vestry Road","","","","RG 12/467","28
"
"2","8","134","Vestry Road","","","2-120 even","RG 12/467","13-20
"
"2","8","135","Vestry Road","","","7, 33-67 odd","RG 12/465","19-21
"
"2","8","136","Vestry Road","","","94","RG 12/467","19
"
"2","8","137","Vestry Wharf","Peckham","","","RG 12/480","95
"
"2","8","138","Vestry Wharf","Peckham Park Road","","1-2","RG 12/483","24
"
"2","8","139","Vicarage Road","","","1-54","RG 12/464","83-88
"
"2","8","140","Vicarage, The","Bird in Bush Road","","","RG 12/480","112
"
"2","8","141","Vicarage, The","Blenheim Grove","","","RG 12/473","42
"
"2","8","142","Vicarage, The","Church Street","","","RG 12/464","55
"
"2","8","143","Vicarage, The","Herne Hill","","","RG 12/461","122
"
"2","8","144","Victoria Baths","Martins Road","","","RG 12/474","27
"
"2","8","145","Victoria Place","","","12-22","RG 12/473","21-22
"
"2","8","146","Victoria Place","","","5A-6A","RG 12/473","22-23
"
"2","8","147","Victoria Place","Cornwall Road","","1-12","RG 12/481","22-24
"
"2","8","148","Victoria Place","Laws Cottages","","1-4","RG 12/473","24
"
"2","8","149","Victoria Place","New Cottages","","1-3","RG 12/473","21
"
"2","8","150","Victoria Place","Peckham","","1-10","RG 12/473","23-24
"
"2","8","151","Victoria Place","St Georges Road","","1-8","RG 12/490","86-87
"
"2","8","152","Victoria Place","Walkers Cottages","","1-5","RG 12/473","23
"
"2","8","153","Victoria Road","","","1-33","RG 12/467","132-135
"
"2","8","154","Victoria Road","","","6-8","RG 12/473","33
"
"2","8","155","Victoria Road","Cambridge Terrace","","","RG 12/467","133-135
"
"2","8","156","Victoria Road","Christiana Place","","1-8","RG 12/467","136
"
"2","8","157","Victoria Road","Clarenden Villas","","2-6","RG 12/473","33
"
"2","8","158","Victoria Road","Ellesmere Place","","","RG 12/467","132-133
"
"2","8","159","Victoria Road","James Place","","1-12","RG 12/467","135-136
"
"2","8","160","Victoria Road","Peckham","","","RG 12/467","136-137
"
"2","8","161","Victoria Road","Rockport Cottages","","1-2","RG 12/473","32
"
"2","8","162","Victoria Road","Thornton Terrace","","1-12","RG 12/473","30-31
"
"2","8","163","Victoria Road","Victoria House and Cottages","","1-10","RG 12/473","32-33
"
"2","8","164","Victoria Road","Williams Place","","1-4","RG 12/467","136-137
"
"2","8","165","Victoria Terrace","New Church Road","","2-26 even","RG 12/463","93-95
"
"2","8","166","Victory Place","","","2-16 even","RG 12/490","143-144
"
"2","8","167","Victory Place","","","2-16 even","RG 12/490","143-144
"
"2","8","168","Victory Place","Waite Street","","1-19 odd","RG 12/490","141-143
"
"2","8","169","Victory Square","New Church Road","","2-18 even","RG 12/488","54-55
"
"2","8","170","Victory Square","New Church Road","","1-21 odd","RG 12/488","52-54
"
"2","8","171","Victory Terrace","New Church Road","","1-6","RG 12/488","51-52
"
"2","8","172","Villa Street","","","121-127 odd","RG 12/485","41
"
"2","8","173","Villa Street","","","92","RG 12/485","41
"
"2","8","174","Villa Street","","","94-102 even","RG 12/485","40-41
"
"2","8","175","Violet Terrace","","","1-5","RG 12/471","89-90
"
"2","8","176","Vivian Road","","","2-22 even","RG 12/477","107
"
"2","8","177","Vivian Road","Peckham","","1-23 odd","RG 12/477","106-107
"
"2","8","178","Waghorn Street","","","4-66 even","RG 12/466","112-116
"
"2","8","179","Waghorn Street","Peckham","","3-71 odd","RG 12/466","116-121
"
"2","8","180","Wagner Street","Peckham","","1-9, 1-6 mixed","RG 12/483","112-113
"
"2","8","181","Waite Street","","","1-2 Trafalgar Villas, Waite Street","RG 12/490","141
"
"2","8","182","Waite Street","","","1-21","RG 12/490","138-141
"
"2","8","183","Waite Street","Victory Place","","1-19 odd","RG 12/490","141-143
"
"2","8","184","Walworth","","","58-70 even","RG 12/485","51-52
"
"2","8","185","Walworth","Bagshot Street","","51-61 odd","RG 12/485","50-51
"
"2","8","186","Walworth","St Thomas's Road","","1-27 odd","RG 12/485","59-62
"
"2","8","187","Warner Road","","","3-6 Anns Villas, Warner Road","RG 12/462","95
"
"2","8","188","Warner Road","","","98-122 even","RG 12/462","93-96
"
"2","8","189","Warner Road","","","99-119 odd","RG 12/462","93
"
"2","8","190","Waterloo Square","","","1-16 Block D","RG 12/463","57-58
"
"2","8","191","Waterloo Square","","","1-20 Block A","RG 12/463","55
"
"2","8","192","Waterloo Square","","","1-20 Block C","RG 12/463","56-57
"
"2","8","193","Waterloo Square","","","1-20 Block F","RG 12/463","60
"
"2","8","194","Waterloo Square","","","1-21 Block H","RG 12/463","61-62
"
"2","8","195","Waterloo Square","","","1-22 Block B","RG 12/463","55-56
"
"2","8","196","Waterloo Square","","","1-22 Block E","RG 12/463","58-60
"
"2","8","197","Waterloo Square","","","1-22 Block L","RG 12/463","66
"
"2","8","198","Waterloo Square","","","1-23 Block I","RG 12/463","62-63
"
"2","8","199","Waterloo Square","","","1-23 Block M","RG 12/463","66-67
"
"2","8","200","Waterloo Square","","","1-25 Block K","RG 12/463","64-66
"
"2","8","201","Waterloo Square","","","1-26 Block J","RG 12/463","63-64
"
"2","8","202","Waterloo Square","","","1-5 Block G","RG 12/463","60
"
"2","8","203","Waterloo Square","","","5-6 Block K","RG 12/463","73
"
"2","8","204","Waterloo Street","","","1-25A odd","RG 12/463","44-45
"
"2","8","205","Waterloo Street","","","1-3 Eagle Cottages, Waterloo Street","RG 12/463","45-46
"
"2","8","206","Waterloo Street","","","129","RG 12/463","44
"
"2","8","207","Waterloo Street","","","2-106, 114-130 even","RG 12/463","38-44
"
"2","8","208","Waterloo Street","","","27-105 odd","RG 12/464","6-10
"
"2","8","209","Welby Street","","","1-7","RG 12/462","145
"
"2","8","210","Wellington Road","","","12-32 even","RG 12/475","125-126
"
"2","8","211","Wellington Road","","","5-8","RG 12/476","12
"
"2","8","212","Wellington Road","Peckham","","1-4","RG 12/476","54-55
"
"2","8","213","Wells Place","","","2-42 even","RG 12/465","60-62
"
"2","8","214","Wells Place","South Street","","1-51 odd","RG 12/465","62-64
"
"2","8","215","Wells Street","","","1-43 odd","RG 12/486","108-110
"
"2","8","216","Wells Street","","","2-48 even","RG 12/486","115-117
"
"2","8","217","Wells Street","","","45-141 odd","RG 12/488","37-43
"
"2","8","218","Wells Street","","","50-58 even","RG 12/488","32-33
"
"2","8","219","Wells Street","","","68-158 even","RG 12/488","33-37
"
"2","8","220","West Dulwich","","","65-69 odd","RG 12/461","108
"
"2","8","221","West Dulwich","","","75-77 odd","RG 12/461","109
"
"2","8","222","West Dulwich Post Office","","","","RG 12/461","119
"
"2","8","223","Westdown Terrace","Camden Street","","1-6","RG 12/473","100-101
"
"2","8","224","Westerfield Gardens","Peckham","","4-13","RG 12/479","90-91
"
"2","8","225","Westmacott Street","","","1-17 odd","RG 12/488","14
"
"2","8","226","Westmacott Street","","","19-29 odd, 30 even, 32-81 consecutive","RG 12/463","113-120
"
"2","8","227","Westmacott Street","","","2-28 even","RG 12/488","14-16
"
"2","8","228","Westmoor Park","","","","RG 12/472","80-81
"
"2","8","229","Westmoor Park","","","Bellevue, Westmoor Park","RG 12/472","80
"
"2","8","230","Westmoor Park","","","Craigendarroch, Westmoor Park","RG 12/472","80-81
"
"2","8","231","Westmoor Park","","","Grampion Lodge, Westmoor Park","RG 12/472","81
"
"2","8","232","Westmoor Park","","","Highfield, Westmoor Park","RG 12/472","80
"
"2","8","233","Westmoor Park","","","Highlands, Westmoor Park","RG 12/472","80
"
"2","8","234","Westmoor Park","","","Hill Crest","RG 12/472","80
"
"2","8","235","Westmoor Park","","","Rocklands, Westmoor Park","RG 12/472","80
"
"2","8","236","Westmoor Park","","","St Helens, Westmoor Park","RG 12/472","81
"
"2","8","237","Westmoor Park","","","Thirlwall, Westmoor Park","RG 12/472","80
"
"2","8","238","Westmount Street","","","19 Rose Cottage, Westmount Street","RG 12/463","113-114
"
"2","8","239","Westmount Street","","","19-29 odd","RG 12/463","113-114
"
"2","8","240","Westmount Street","","","30-81","RG 12/463","114-120
"
"2","8","241","Westmount Street","","","82-85","RG 12/463","124
"
"2","8","242","Westmount Street","","","86-110 even","RG 12/463","124-125
"
"2","8","243","Westmount Street","","","Westover House, Westmount Street","RG 12/472","35
"
"2","8","244","Whateley Road","","","3-55 odd","RG 12/471","49-53
"
"2","8","245","Whateley Road","East Dulwich","","2-28, 58-84 even","RG 12/470","85-90
"
"2","8","246","White Post Lane","Old Kent Road","","1-3","RG 12/483","111-112
"
"2","8","247","Whittington Road","Peckham","","1-35","RG 12/482","79-83
"
"2","8","248","Whittington Terrace","Wingfield Street","","1-20","RG 12/468","69-72
"
"2","8","249","Wilby Road","","","1-7","RG 12/465","111-112
"
"2","8","250","Wildash Road","","","1-5 Placquette Terrace, Wildash Road","RG 12/468","149-150
"
"2","8","251","Wildash Road","","","1-6 Normanton Terrace, Wildash Road","RG 12/468","149
"
"2","8","252","Wildash Road","East Dulwich","","1-21 odd","RG 12/468","150-151
"
"2","8","253","Wildash Road","East Dulwich","","2-30 even","RG 12/468","147-148
"
"2","8","254","Wildash Road","East Dulwich","","23-31 odd","RG 12/468","148-149
"
"2","8","255","William Terrace","Nunhead Crescent","","6","RG 12/477","104
"
"2","8","256","Williams Place","Victoria Road","","1-4","RG 12/467","136-137
"
"2","8","257","Willow Bank Road","","","1-11 Birkbeck Terrace, Willow Bank Road","RG 12/474","57-58
"
"2","8","258","Willow Bank Road","","","1-5 Elizabeth Terrace, Willow Bank Road","RG 12/474","56-57
"
"2","8","259","Willow Bank Road","","","Amelia Terrace, Willow Bank Road","RG 12/474","57
"
"2","8","260","Willow Bank Road","Birkbeck Place","","1-12","RG 12/474","55-56
"
"2","8","261","Willow Bank Road","Peckham","","
","Willowbank Grove",""
"2","8","262","Willowbank Grove","","","1-5","RG 12/491","64-65
"
"2","8","263","Willowbank Grove","","","Anns Cottage, Willowbank Grove","RG 12/491","65
"
"2","8","264","Wilson Road","","","1-51","RG 12/467","4-9
"
"2","8","265","Wilson Road","","","Buckland House, Wilson Road","RG 12/467","4
"
"2","8","266","Winchester Place","","","1-14","RG 12/474","32-33
"
"2","8","267","Winchester Place","Sumner Road","","1A,15-23","RG 12/473","121-123
"
"2","8","268","Windsor Road","","","1-20","RG 12/466","10-12
"
"2","8","269","Wingfield Mews","Wingfield Street","","1-16","RG 12/468","74-75
"
"2","8","270","Wingfield Street","","","1-16 Hadfield Terrace, Wingfield Street","RG 12/468","72-74
"
"2","8","271","Wingfield Street","","","1-20 Whittington Terrace, Wingfield Street","RG 12/468","69-72
"
"2","8","272","Wingfield Street","Peckham","","","RG 12/468","69-75
"
"2","8","273","Wingfield Street","Wingfield Mews","","1-16","RG 12/468","74-75
"
"2","8","274","Wood Vale","","","1 Moore Park Cottages, Wood Vale","RG 12/472","74
"
"2","8","275","Wood Vale","","","103 Burleigh","RG 12/472","29
"
"2","8","276","Wood Vale","","","109 Compton Leigh","RG 12/472","29
"
"2","8","277","Wood Vale","","","11 Clifton Villa, Wood Vale","RG 12/472","25
"
"2","8","278","Wood Vale","","","110 Moore Park Hotel, Wood Vale","RG 12/472","74-75
"
"2","8","279","Wood Vale","","","111 The Pollards","RG 12/472","29
"
"2","8","280","Wood Vale","","","115 Tarris","RG 12/472","29
"
"2","8","281","Wood Vale","","","2-148 even","RG 12/472","73-79
"
"2","8","282","Wood Vale","","","41 Dover Lodge, Wood Vale","RG 12/472","26
"
"2","8","283","Wood Vale","","","49 Pendennis","RG 12/472","27
"
"2","8","284","Wood Vale","","","5 Dudley Villa, Wood Vale","RG 12/472","25
"
"2","8","285","Wood Vale","","","51 Pickersdene","RG 12/472","27
"
"2","8","286","Wood Vale","","","53 The Oaks","RG 12/472","27
"
"2","8","287","Wood Vale","","","55 Glanarrow, Wood Vale","RG 12/472","27
"
"2","8","288","Wood Vale","","","57 Samner","RG 12/472","27
"
"2","8","289","Wood Vale","","","59 Rhineland House, Wood Vale","RG 12/472","27
"
"2","8","290","Wood Vale","","","63 Durban Cottage, Wood Vale","RG 12/472","27
"
"2","8","291","Wood Vale","","","65 Beaconsfield","RG 12/472","27
"
"2","8","292","Wood Vale","","","69 Richmond House, Wood Vale","RG 12/472","28
"
"2","8","293","Wood Vale","","","7 Stanley Villa, Wood Vale","RG 12/472","25
"
"2","8","294","Wood Vale","","","71 Kynance","RG 12/472","28
"
"2","8","295","Wood Vale","","","73 Malabar House, Wood Vale","RG 12/472","28
"
"2","8","296","Wood Vale","","","75 Emeala Villa, Wood Vale","RG 12/472","28
"
"2","8","297","Wood Vale","","","77 Jeolm Bridge","RG 12/472","28
"
"2","8","298","Wood Vale","","","79 Rosedale","RG 12/472","28
"
"2","8","299","Wood Vale","","","81 Lyndhurst","RG 12/472","28
"
"2","8","300","Wood Vale","","","83 Oakdene","RG 12/472","28
"
"2","8","301","Wood Vale","","","85 Oakley Lodge, Wood Vale","RG 12/472","28
"
"2","8","302","Wood Vale","","","87 Cassua","RG 12/472","28
"
"2","8","303","Wood Vale","","","89 Mavis Bank","RG 12/472","28
"
"2","8","304","Wood Vale","","","9 Ivybridge","RG 12/472","25
"
"2","8","305","Wood Vale","","","91 Newstead Lodge, Wood Vale","RG 12/472","28
"
"2","8","306","Wood Vale","","","95 Woodlands","RG 12/472","29
"
"2","8","307","Wood Vale","","","97 Sylvester","RG 12/472","29
"
"2","8","308","Wood Vale","","","99 Roseberry","RG 12/472","29
"
"2","8","309","Wood Vale","East. Dulwich","","1-115 odd","RG 12/472","25-29
"
"2","8","310","Woodbine Terrace","Copeland Road","","","RG 12/476","80-81
"
"2","8","311","Woodbine Terrace","Goodrich Road","","1-5","RG 12/471","133
"
"2","8","312","Woodland Terrace","Dunstans Road","","1-8","RG 12/471","128-129
"
"2","8","313","Woodlawn Surgery","Dulwich Village","","","RG 12/461","73
"
"2","8","314","Woods Road","Edward Terrace","","1-12","RG 12/475","56-57
"
"2","8","315","Woods Road","Peckham","","1-11","RG 12/475","56-58
"
"2","8","316","Woodville Priory","Honor Oak Rise","","","RG 12/478","5
"
"2","8","317","Worlingham Road","East Dulwich","","1-18, 30-59 mixed","RG 12/470","24-28
"
"2","8","318","Wren Road","","","1-13","RG 12/465","110-111
"
"2","8","319","Wren Road","","","Nursery Ground","RG 12/465","111
"
"2","8","320","Wroxton Road","","","2-26 even","RG 12/475","111-112
"
"2","8","321","Wroxton Road","Peckham","","1-27 odd","RG 12/475","112-114
"
"2","8","322","Wyndham Road","","","1-13A odd","RG 12/462","4
"
"2","8","323","Wyndham Road","","","15-113 odd","RG 12/462","26-30
"
"2","8","324","Wyndham Road","","","2-22 even","RG 12/487","51-52
"
"2","8","325","Wyndham Road","","","24-112","RG 12/487","77-80
"
"2","8","326","Wyndham Road","","","Caravans, Wyndham Road","RG 12/462","4
"
"2","8","327","Wyndham Road","","","Ivy Cottage, Wyndham Road","RG 12/462","4
"
"2","8","328","Wyndham Road","","","Marys Cottage, Wyndham Road","RG 12/462","4
"
"2","8","329","Wyndham Road","Caroline Place","","1-9","RG 12/462","45-46
"
"2","8","330","Wyndham Road","Ebenezer Place","","1-10","RG 12/462","44-45
"
"2","8","331","Wyndham Street","Mayhews Buildings","","1-6, 1-6","RG 12/487","80-81
"
"2","8","332","York Grove","","","Limes Cottage, York Grove","RG 12/477","32
"
"2","8","333","York Grove","","","The Cottage, York Grove","RG 12/477","33
"
"2","8","334","York Grove","","","York House, York Grove","RG 12/477","35
"
"2","8","335","York Grove","Queens Road","","1-9","RG 12/477","32-33
"
"2","8","336","York Grove","Queens Road","","1A-2A, 10A-21A","RG 12/477","33-35
"
"2","8","337","York Grove","Queens Road","","2A-10A","RG 12/477","33
"
"2","8","338","York Terrace","Astbury Road","","1-7","RG 12/477","41-42
"
"2","8","339","York Terrace","Basing Road","","1-25","RG 12/473","16-18
"
"2","8","340","Zenoria Street","","","2-12 even","RG 12/469","17
"
"2","8","341","Zenoria Street","","","3-5 odd","RG 12/469","17
"
"2","8","342","Zion Chapel","Neate Street","","","RG 12/491","7
"
