"29","2","1","Cage Lane","Allotment Cottages","","","RG 12/540","87
"
"29","2","2","Cage Lane","Beaconsfield Terrace","","5-6","RG 12/540","86
"
"29","2","3","Cage Lane","Gifford House","","","RG 12/540","82
"
"29","2","4","Cage Lane","Landscape Terrace","","7-17","RG 12/540","86-87
"
"29","2","5","Cage Lane","Mission Hall","","","RG 12/540","82
"
"29","2","6","Cage Lane","Plumstead High Street","","","RG 12/540","86-87
"
"29","2","7","Cambridge Barracks","Frances Street","","","RG 12/531","120-140
"
"29","2","8","Cambridge Hotel","","","","RG 12/529","94
"
"29","2","9","Cambridge Place","Cambridge Terrace","","1-6","RG 12/529","94-95
"
"29","2","10","Cambridge Place","Plumstead","","1-9 odd","RG 12/535","131
"
"29","2","11","Cambridge Place","Plumstead","","2-8 even","RG 12/535","131
"
"29","2","12","Cambridge Place","Woolwich Dockyard","","1-8","RG 12/529","95-96
"
"29","2","13","Cambridge Terrace","Cambridge Place","","1-6","RG 12/529","94-95
"
"29","2","14","Cambridge Terrace","Troughton Road","","2-16 even","RG 12/527","121-122
"
"29","2","15","Campbell Terrace","Brookhill Road","","","RG 12/536","17
"
"29","2","16","Cannon Row","Woolwich High Street","","1-14","RG 12/532","11-12
"
"29","2","17","Cantwell Road","Aberdeen Villa","","","RG 12/536","123
"
"29","2","18","Cantwell Road","Acacia Villa","","","RG 12/536","121
"
"29","2","19","Cantwell Road","Alhambra Villa","","","RG 12/536","123
"
"29","2","20","Cantwell Road","All Sts Vicarage","","","RG 12/536","121
"
"29","2","21","Cantwell Road","Almond Terrace","","1-5","RG 12/536","122-123
"
"29","2","22","Cantwell Road","Annis Villas","","1-2","RG 12/536","122
"
"29","2","23","Cantwell Road","Cantwell House","","","RG 12/536","123
"
"29","2","24","Cantwell Road","Fern Villa","","","RG 12/536","123
"
"29","2","25","Cantwell Road","Haden Terrace","","1-6","RG 12/536","122
"
"29","2","26","Cantwell Road","Highland Villas","","1-2","RG 12/536","123
"
"29","2","27","Cantwell Road","Laurel Villa","","","RG 12/536","123
"
"29","2","28","Cantwell Road","Maples Villas","","1-2","RG 12/536","121
"
"29","2","29","Cantwell Road","May Villa","","","RG 12/536","122
"
"29","2","30","Cantwell Road","Plumstead","","1-4","RG 12/536","121
"
"29","2","31","Cantwell Road","Plumstead","","8","RG 12/536","122
"
"29","2","32","Cantwell Road","Rose Villa","","","RG 12/536","122
"
"29","2","33","Cantwell Road","The Wilderness","","","RG 12/536","123
"
"29","2","34","Cantwell Road","Walter Villa","","","RG 12/536","123
"
"29","2","35","Caravans","Boundary Brook","","Caravans, Caravans","RG 12/541","83
"
"29","2","36","Caravans","Plumstead Marshes","","Caravans, Caravans","RG 12/539","94
"
"29","2","37","Caravans","Timbercroft Lane","","1-6Caravans","RG 12/541","97
"
"29","2","38","Catherine Square","","","1-6","RG 12/529","55-57
"
"29","2","39","Cave Place","Plumstead","","1-2","RG 12/535","130-131
"
"29","2","40","Cedar Terrace","Church Lane","","1-13","RG 12/528","10-11
"
"29","2","41","Cemetery Lane","","","Cemetery Lodge, Cemetery Lane","RG 12/527","149
"
"29","2","42","Cemetery Lane","Charlton","","","RG 12/527","149
"
"29","2","43","Cemetery Works","Shooters Hill Road","","","RG 12/528","61
"
"29","2","44","Ceres Road","","","65-71odd","RG 12/539","60
"
"29","2","45","Ceres Road","Plumstead","","2-20 even","RG 12/539","59-60
"
"29","2","46","Champion Terrace","Blackheath Road","","1-4","RG 12/528","33
"
"29","2","47","Chapel Street","","","1-10 Elgin Terrace, Chapel Street","RG 12/530","15-16
"
"29","2","48","Chapel Street","","","1-10 Mary Place, Chapel Street","RG 12/530","15
"
"29","2","49","Chapel Street","","","1-24","RG 12/530","11-14
"
"29","2","50","Chapel Street","","","1-6 Harrington Buildings, Chapel Street","RG 12/530","76
"
"29","2","51","Chapel Street","","","1-6 Sarah Place, Chapel Street","RG 12/530","14
"
"29","2","52","Chapel Street","","","1-8 Railway Cottages, Chapel Street","RG 12/530","75-76
"
"29","2","53","Chapel Street","","","25-48","RG 12/530","74-77
"
"29","2","54","Charles Street","","","1-25","RG 12/532","86-89
"
"29","2","55","Charles Street","","","26-58","RG 12/533","10-14
"
"29","2","56","Charles Street","Plumstead","","1-17","RG 12/535","28-30
"
"29","2","57","Charlotte Place","Charlotte Street","","1-4","RG 12/527","8
"
"29","2","58","Charlotte Place","Maxey Road","","18-23","RG 12/537","54-55
"
"29","2","59","Charlotte Street","","","1-20, 26-33","RG 12/527","5-8
"
"29","2","60","Charlotte Street","","","1-4Charlotte Place, Charlotte Street","RG 12/527","8
"
"29","2","61","Charlotte Street","Plumstead","","1-43 odd","RG 12/537","55-58
"
"29","2","62","Charlton Institute","East Street","","79, 81","RG 12/527","66
"
"29","2","63","Charlton Lane","","","1-6","RG 12/527","94-95
"
"29","2","64","Charlton Lane","","","87-138 odd","RG 12/527","134-136
"
"29","2","65","Charlton Lane","Ada Cottage","","","RG 12/527","132
"
"29","2","66","Charlton Lane","Amelia Cottage","","","RG 12/527","131
"
"29","2","67","Charlton Lane","Bruno Cottage","","","RG 12/527","133
"
"29","2","68","Charlton Lane","Byron Cottages","","1-3","RG 12/527","132
"
"29","2","69","Charlton Lane","Carlisle Cottage","","","RG 12/527","132
"
"29","2","70","Charlton Lane","Cliff Cottage","","","RG 12/527","131
"
"29","2","71","Charlton Lane","Dessau Villa","","","RG 12/527","131
"
