"12","3","1","Gabriel Street","","","2-32 even","RG 12/525","102-103
"
"12","3","2","Gaitskell Road","","","1-2 Laurels Villas, Gaitskell Road","RG 12/516","17
"
"12","3","3","Gaitskell Road","","","1-8","RG 12/516","16-17
"
"12","3","4","Gaitskell Road","","","3 The Hollies","RG 12/516","17
"
"12","3","5","Gaitskell Road","","","4 The Chestnuts","RG 12/516","17
"
"12","3","6","Garden Row","Lewisham Road","","1-21","RG 12/517","122-124
"
"12","3","7","Garlies Road","","","1-25 odd","RG 12/526","161
"
"12","3","8","Garlies Road","","","2-40 even","RG 12/526","161-164
"
"12","3","9","Gas Testing Station","Sydenham Road","","","RG 12/523","96
"
"12","3","10","George Lane","","","1-25, 29-40","RG 12/521","85-88
"
"12","3","11","George Lane","","","1-3 Nursery Cottages, George Lane","RG 12/521","84
"
"12","3","12","George Lane","","","1-5, 11-12 George Place, George Lane","RG 12/521","83-84
"
"12","3","13","George Lane","","","23 The Ferns","RG 12/521","85
"
"12","3","14","George Lane","","","41-43","RG 12/521","90-91
"
"12","3","15","George Lane","","","Clarence Lodge, George Lane","RG 12/521","84
"
"12","3","16","George Lane","","","Clifton House, George Lane","RG 12/521","84-85
"
"12","3","17","George Lane","","","Montrose, George Lane","RG 12/521","84
"
"12","3","18","George Lane","","","Mountfield, George Lane","RG 12/521","91
"
"12","3","19","George Place","George Lane","","1-5, 11-12","RG 12/521","83-84
"
"12","3","20","George Terrace","Acacia Road","","1-3","RG 12/523","76-77
"
"12","3","21","George Terrace","Laurel Grove","","4-5","RG 12/523","77
"
"12","3","22","Gilmore Road","","","1-113 odd","RG 12/520","159-164
"
"12","3","23","Gilmore Road","","","2-54 even","RG 12/520","164-166
"
"12","3","24","Glebe, The","","","Ash Grove","RG 12/517","162
"
"12","3","25","Glebe, The","","","Ashlawn, The Glebe","RG 12/517","163
"
"12","3","26","Glebe, The","","","Blackheath, The Glebe","RG 12/517","161-164
"
"12","3","27","Glebe, The","","","Camden House, The Glebe","RG 12/517","162
"
"12","3","28","Glebe, The","","","Cleveland, The Glebe","RG 12/517","163
"
"12","3","29","Glebe, The","","","Elm Villa, The Glebe","RG 12/517","162
"
"12","3","30","Glebe, The","","","Glebe House, The Glebe","RG 12/517","163
"
"12","3","31","Glebe, The","","","Glebe House Lodge, The Glebe","RG 12/517","163-164
"
"12","3","32","Glebe, The","","","Glebe Villa, The Glebe","RG 12/517","163
"
"12","3","33","Glebe, The","","","Hollywood, The Glebe","RG 12/517","163
"
"12","3","34","Glebe, The","","","Isleham, The Glebe","RG 12/517","163
"
"12","3","35","Glebe, The","","","Lee Terrace, The Glebe","RG 12/517","161-164
"
"12","3","36","Glebe, The","","","Marsden Villa, The Glebe","RG 12/517","162
"
"12","3","37","Glebe, The","","","Oak Lawn, The Glebe","RG 12/517","162
"
"12","3","38","Glebe, The","","","Oak Lawn Cottages, The Glebe","RG 12/517","162
"
"12","3","39","Glebe, The","","","Rectory and Stables, The Glebe","RG 12/517","161
"
"12","3","40","Glebe, The","","","Roxeth, The Glebe","RG 12/517","162
"
"12","3","41","Glebe, The","","","Rydal Bank","RG 12/517","162
"
"12","3","42","Glebe, The","","","Trafford Bank","RG 12/517","162
"
"12","3","43","Glebe, The","","","Widecombe Lodge, The Glebe","RG 12/517","162
"
"12","3","44","Glenview Road","","","1-10, 17-19","RG 12/521","32-33
"
"12","3","45","Glenview Road","","","8-22 even","RG 12/521","31-33
"
"12","3","46","Glenview Road","","","Glenview House, Glenview Road","RG 12/521","32
"
"12","3","47","Glenview Road","","","Hawthorns, Glenview Road","RG 12/521","32
"
"12","3","48","Glenwood Road","","","1-25 Catford Bridge","RG 12/521","193-194
"
"12","3","49","Glenwood Road","","","1-4 Lawson Villas, Glenwood Road","RG 12/521","193
"
"12","3","50","Gordans Terrace","Bryne Road","","1-7","RG 12/523","104-105
"
"12","3","51","Granville Mews","","","1-2 Belmont Hill, Granville Mews","RG 12/517","153-154
"
"12","3","52","Granville Mews","","","1-5 Ivy Terrace, Granville Mews","RG 12/517","152
"
"12","3","53","Granville Mews","","","Granville Cottage, Granville Mews","RG 12/517","154
"
"12","3","54","Granville Mews","","","Sophia Cottage, Granville Mews","RG 12/517","153
"
"12","3","55","Granville Park","","","All Saints Boys Orphanage, Granville Park","RG 12/519","162-164
"
"12","3","56","Granville Park","","","Clarendon House, Granville Park","RG 12/517","64
"
"12","3","57","Granville Park","","","Granville House, Granville Park","RG 12/517","64
"
"12","3","58","Granville Park","","","Newton House, Granville Park","RG 12/517","64
"
"12","3","59","Granville Park","Blackheath","","1-89 odd","RG 12/517","55-60
"
"12","3","60","Granville Park","Blackheath","","2-78 even","RG 12/517","61-64
"
"12","3","61","Granville Road","","","1-27","RG 12/517","148-150
"
"12","3","62","Granville Road","","","1-4 Greens Cottages, Granville Road","RG 12/516","26
"
"12","3","63","Granville Road","","","Chiselhurst, Granville Road","RG 12/516","26
"
"12","3","64","Granville Road","","","Park View, Granville Road","RG 12/516","26
"
"12","3","65","Granville Road","","","Race Stand","RG 12/516","26
"
"12","3","66","Granville Road","","","West View, Granville Road","RG 12/516","26
"
"12","3","67","Greenwich Park","The Avenue","","1-22","RG 12/517","16-17
"
"12","3","68","Grosvenor Place","","","1-14","RG 12/523","101-102
"
"12","3","69","Grotes Buildings","","","2 Grote House, Grotes Buildings","RG 12/517","47
"
"12","3","70","Grotes Buildings","","","Allerton House, Grotes Buildings","RG 12/517","47
"
"12","3","71","Grotes Buildings","","","Dalriada, Grotes Buildings, Grotes Buildings","RG 12/517","47
"
"12","3","72","Grotes Buildings","","","Grotes Place, Grotes Buildings","RG 12/517","47
"
"12","3","73","Grotes Buildings","","","Krendi, Grotes Buildings, Grotes Buildings","RG 12/517","47
"
"12","3","74","Grotes Buildings","","","St Wolframs, Grotes Buildings, Grotes Buildings","RG 12/517","47
"
"12","3","75","Grotes Buildings","","","Southbank, Grotes Buildings, Grotes Buildings","RG 12/517","47
"
"12","3","76","Grotes Mews","Blackheath","","2, 4","RG 12/517","23-24
"
"12","3","77","Grotes Place","Blackheath","","1-3, 1A-3A, 4-8","RG 12/517","23-24
"
"12","3","78","Grotes Place","Grotes Buildings","","","RG 12/517","47
"
"12","3","79","Grove Park","","","Amblecote Road 1-14","RG 12/519","115-116
"
"12","3","80","Grove Park","","","Burnt Ash Lane","RG 12/519","123-124
"
"12","3","81","Grove Park","","","Fairfield Road","RG 12/519","115
"
"12","3","82","Grove Park","","","Grove Park Terrace, Grove Park","RG 12/519","122-123
"
"12","3","83","Grove Park","","","Post Office, Grove Park","RG 12/519","122
"
"12","3","84","Grove Park","","","Station House, Grove Park","RG 12/519","123
"
"12","3","85","Grove Park","","","West View, Grove Park","RG 12/519","122
"
"12","3","86","Grove Park","Lee","","2-4","RG 12/519","122-123
"
"12","3","87","Grove Park Terrace","","","Bingham House, Grove Park Terrace","RG 12/519","122-123
"
"12","3","88","Grove Park Terrace","","","Cornbank, Grove Park Terrace, Grove Park Terrace","RG 12/519","123
"
"12","3","89","Grove Park Terrace","","","Grove Park","RG 12/519","122-123
"
"12","3","90","Grove Park Terrace","","","Hurstville, Grove Park Terrace, Grove Park Terrace","RG 12/519","123
"
"12","3","91","Grove Park Terrace","","","Koolyong, Grove Park Terrace, Grove Park Terrace","RG 12/519","123
"
"12","3","92","Grove Park Terrace","","","Maresfield, Grove Park Terrace, Grove Park Terrace","RG 12/519","122
"
"12","3","93","Grove Park Terrace","","","Pitlochry, Grove Park Terrace, Grove Park Terrace","RG 12/519","123
"
"12","3","94","Grove Park Terrace","","","Rougemont, Grove Park Terrace, Grove Park Terrace","RG 12/519","123
"
"12","3","95","Grove Park Terrace","","","Woodslea, Grove Park Terrace, Grove Park Terrace","RG 12/519","123
"
"12","3","96","Grove, The","","","1-17 Court Yard, The Grove","RG 12/516","71-72
"
"12","3","97","Grove, The","","","1-23","RG 12/520","129-132
"
"12","3","98","Grove, The","","","Belmont Hill, The Grove","RG 12/517","157, 157-158
"
"12","3","99","Grove, The","","","Grove Cottages, The Grove","RG 12/520","129
"
"12","3","100","Guibal Road","Lee","","1, 3","RG 12/519","127
"
"12","3","101","Hambrugh Place","Lewisham High Street","","1-6","RG 12/525","17
"
"12","3","102","Hamilton Terrace","Lee High Road","","1-11 odd","RG 12/518","94
"
"12","3","103","Hamilton Terrace","Southwood Road","","1-2","RG 12/516","18
"
"12","3","104","Handen Road","","","32-74 even","RG 12/519","63-65
"
"12","3","105","Handen Road","","","Church of Good Shepherd","RG 12/519","63
"
"12","3","106","Handen Road","Lee","","1-31","RG 12/519","61-63
"
"12","3","107","Hanover Street","","","1-19","RG 12/524","138-139
"
"12","3","108","Hanover Street","","","18-38 even","RG 12/525","9-10
"
"12","3","109","Hanover Street","","","27-39 odd","RG 12/525","8-9
"
"12","3","110","Harvard Road","","","1-9","RG 12/521","88
"
"12","3","111","Harvard Road","","","10-62 even","RG 12/521","92-95
"
"12","3","112","Harvard Road","","","13-49 odd","RG 12/521","91-92
"
"12","3","113","Harvard Road","","","Point House, Harvard Road","RG 12/521","91
"
"12","3","114","Haseltine Road","","","1-20","RG 12/524","20-23
"
"12","3","115","Haseltine Road","","","21","RG 12/524","28
"
"12","3","116","Haverlock Mews","","","Pearces Cottage, Haverlock Mews","RG 12/526","44
"
"12","3","117","Haverlock Mews","","","Waldenshaw Road","RG 12/526","44
"
"12","3","118","Hawstead Road","","","1-2 Oak Villas, Hawstead Road","RG 12/522","8
"
"12","3","119","Hawstead Road","","","1-2, 1-2 Lawn Villas, Hawstead Road","RG 12/522","8
"
"12","3","120","Hawstead Road","","","1-6 Springfield Villas, Hawstead Road","RG 12/522","8
"
"12","3","121","Hawstead Road","Catford","","1-5","RG 12/522","9
"
"12","3","122","Hawstead Road","Catford","","9-15 odd","RG 12/522","8
"
"12","3","123","Hazeldon Road","Brockley Road","","1-11 odd","RG 12/522","126
"
"12","3","124","Hazeldon Road","Brockley Road","","2","RG 12/522","126
"
"12","3","125","Hedgley Street and Mews","Lee Green","","1-24","RG 12/519","33-36
"
"12","3","126","Helvetia Street","","","1-17 odd","RG 12/526","149-150
"
"12","3","127","Helvetia Street","","","2-10 even","RG 12/526","150
"
"12","3","128","Helvetia Street","","","2-14 even Florence Villas, Helvetia Street","RG 12/526","149
"
"12","3","129","Henniker Terrace","Brockley Road","","1-4","RG 12/525","97
"
"12","3","130","Herschell Road","Brockley","","1-10","RG 12/525","106-107
"
"12","3","131","Hillmore Grove","Florence Villas","","1-6","RG 12/523","127
"
"12","3","132","Hillmore Grove","Kent House Road","","1-11","RG 12/523","127-128
"
"12","3","133","Hindsley Place","","","1-3 Haynes Cottages, Hindsley Place","RG 12/526","72
"
"12","3","134","Hindsley Place","","","Haynes Cottages, Hindsley Place","RG 12/526","69
"
"12","3","135","Hindsley Place","","","The Armoury, Hindsley Place, Hindsley Place","RG 12/526","68
"
"12","3","136","Hindsley Place","Forest Hill","","1-8","RG 12/526","67-68
"
"12","3","137","Hinley Road","","","","RG 12/521","104
"
"12","3","138","Hither Green","Chestnut Road","","1-3","RG 12/521","83
"
"12","3","139","Hither Green","Maybank Cottages","","1-20","RG 12/521","63-66
"
"12","3","140","Hither Green","Nightingale Grove","","","RG 12/521","67
"
"12","3","141","Hither Green","Nightingale Grove","","1-8","RG 12/521","62-63
"
"12","3","142","Hither Green Lane","","","1-3 Shepherds Cottages, Hither Green Lane","RG 12/521","135
"
"12","3","143","Hither Green Lane","","","1-4 Morden Villas, Hither Green Lane","RG 12/521","47
"
"12","3","144","Hither Green Lane","","","1-5 Cambridge Terrace, Hither Green Lane","RG 12/521","135-136
"
"12","3","145","Hither Green Lane","","","1-8 Oxford Terrace, Hither Green Lane","RG 12/521","136
"
"12","3","146","Hither Green Lane","","","104","RG 12/521","48
"
"12","3","147","Hither Green Lane","","","106-146 even","RG 12/521","97-99
"
"12","3","148","Hither Green Lane","","","107-207 odd","RG 12/521","48-53
"
"12","3","149","Hither Green Lane","","","3-59 odd","RG 12/520","199
"
"12","3","150","Hither Green Lane","","","82-104 even","RG 12/520","186-187
"
"12","3","151","Hither Green Lane","","","87-101 odd","RG 12/521","47-48
"
"12","3","152","Hither Green Lane","","","Beacon Lodge, Hither Green Lane","RG 12/521","99
"
"12","3","153","Hither Green Lane","","","Cemetery Lodge, Hither Green Lane","RG 12/521","140
"
"12","3","154","Hither Green Lane","","","Eliot Lodge, Hither Green Lane","RG 12/521","136
"
"12","3","155","Hither Green Lane","","","Lodge Cottage, Hither Green Lane","RG 12/521","134
"
"12","3","156","Hither Green Lane","","","Martha Cottage, Hither Green Lane","RG 12/520","186
"
"12","3","157","Hither Green Lane","","","Mercy Cottage, Hither Green Lane","RG 12/520","186
"
"12","3","158","Hither Green Lane","","","North Park Farm, Hither Green Lane","RG 12/521","136
"
"12","3","159","Hither Green Lane","","","North Park Farm Cottage, Hither Green Lane","RG 12/521","136
"
"12","3","160","Hither Green Lane","","","Oak Cottage, Hither Green Lane","RG 12/521","135
"
"12","3","161","Hither Green Lane","","","Shroffields Farm and Cottages, Hither Green Lane","RG 12/521","140
"
"12","3","162","Hither Green Lane","","","The Laurels, Hither Green Lane","RG 12/521","99
"
"12","3","163","Hither Green Lane","","","The Lodge, Hither Green Lane","RG 12/521","134
"
"12","3","164","Hither Green Lane","","","The Wilderness, Hither Green Lane","RG 12/521","134
"
"12","3","165","Holdenby Road","","","2-8 even","RG 12/522","127
"
"12","3","166","Holdenby Road","Brockley","","1-11 odd","RG 12/522","126-127
"
"12","3","167","Holly Hedge Terrace","Morley Road","","1-11","RG 12/521","5-6
"
"12","3","168","Holly Tree Terrace","","","1A Holly Tree Arms","RG 12/521","5
"
"12","3","169","Holly Tree Terrace","","","1A-3A,1-13","RG 12/521","4-5
"
"12","3","170","Holly Tree Terrace","","","Holly Cottage, Holly Tree Terrace","RG 12/521","5
"
"12","3","171","Holly Tree Terrace","","","Weardale Cottage, Holly Tree Terrace","RG 12/521","5
"
"12","3","172","Holmesley Road","Brockley","","63, 64","RG 12/525","99
"
"12","3","173","Holmshaw Road","","","1-19","RG 12/523","41-44
"
"12","3","174","Holmshaw Road","","","1-2 Woodbine Terrace, Holmshaw Road","RG 12/523","43-44
"
"12","3","175","Holy Trinity Vicarage","Lee High Road","","","RG 12/518","89
"
"12","3","176","Holy Trinity Vicarage","Southend Road","","","RG 12/516","30
"
"12","3","177","Home Park and Lodges","Burnt Ash Hill","","","RG 12/519","129-130
"
"12","3","178","Homerdale","","","","RG 12/516","56
"
"12","3","179","Homes & Refuges","Champion Park","","Home and Infirmary for Sick Children,","RG 12/523","50
"
"12","3","180","Homes & Refuges","Dartmouth Road","","Girls Industrial Home","RG 12/525","57
"
"12","3","181","Homes & Refuges","Little Belmont","","Home for Reduced Gentlewomen.","RG 12/521","74
"
"12","3","182","Homes & Refuges","Perry Rise","","Boys Industrial Home","RG 12/526","164-165
"
"12","3","183","Homes & Refuges","Southend Lane","","Southend House Home of Rest","RG 12/521","145
"
"12","3","184","Honley Road","","","Beauford Lodge, Honley Road","RG 12/521","104
"
"12","3","185","Honley Road","","","Beulah, Honley Road","RG 12/521","104
"
"12","3","186","Honley Road","","","Brierley House, Honley Road","RG 12/521","105
"
"12","3","187","Honley Road","","","Coldra Villa, Honley Road","RG 12/521","105
"
"12","3","188","Honley Road","","","Copley Dene","RG 12/521","104
"
"12","3","189","Honley Road","","","Devon Villa, Honley Road","RG 12/521","104
"
"12","3","190","Honley Road","","","Endsleigh, Honley Road","RG 12/521","104
"
"12","3","191","Honley Road","","","Grasmere, Honley Road","RG 12/521","104
"
"12","3","192","Honley Road","","","Honley House, Honley Road","RG 12/521","105
"
"12","3","193","Honley Road","","","Hynontaf, Honley Road","RG 12/521","104
"
"12","3","194","Honley Road","","","Marston Villa, Honley Road","RG 12/521","104
"
"12","3","195","Honley Road","","","Rosley, Honley Road","RG 12/521","104
"
"12","3","196","Honley Road","","","Rushey Green 1-7, 10","RG 12/521","104-105
"
"12","3","197","Honley Road","","","Thornford Villa, Honley Road","RG 12/521","104
"
"12","3","198","Honley Road","","","Thyne Villa, Honley Road","RG 12/521","104
"
"12","3","199","Honley Road","","","Zetland Lodge, Honley Road","RG 12/521","104
"
"12","3","200","Honor Oak Park","","","Vere Lawn, Honor Oak Park","RG 12/526","33
"
"12","3","201","Honor Oak Park","","","Walton, Honor Oak Park","RG 12/526","34
"
"12","3","202","Honor Oak Park","","","1, 4","RG 12/526","32-34
"
"12","3","203","Honor Oak Park","","","1-27, 41-45 odd mixed","RG 12/526","25
"
"12","3","204","Honor Oak Park","","","18-22 even","RG 12/525","99-100
"
"12","3","205","Honor Oak Park","","","55-65 odd","RG 12/526","52
"
